timestamp,dc_power,ac_power,temperature,voltage,status,failure_risk
2025-01-01 00:00:00,5248.3570765056165,5111.3444304666555,25.92192442122609,225.20610771906613,offline,1
2025-01-01 01:00:00,4930.867849414408,4579.525713468586,36.39614989220498,223.2374565527964,online,0
2025-01-01 02:00:00,5323.844269050346,4472.720446631077,40.863944665783556,222.0820580510621,warning,0
2025-01-01 03:00:00,5761.514928204013,4798.650217035619,63.8768765734019,232.064994560689,offline,0
2025-01-01 04:00:00,4882.923312638332,4731.926150990029,50.56553124533758,228.9296615113607,warning,0
2025-01-01 05:00:00,4882.93152152541,4618.70878026909,31.64518430900109,231.89702698802554,online,0
2025-01-01 06:00:00,5789.606407753696,5078.554978982686,49.86036289417637,233.45236343060756,warning,0
2025-01-01 07:00:00,5383.717364576454,5182.122083428204,29.526960110616344,231.32808496586267,online,1
2025-01-01 08:00:00,4765.262807032524,4835.362754516739,55.826910538870735,233.28881588075186,offline,0
2025-01-01 09:00:00,5271.280021792983,5391.012032422104,40.28875348182122,229.65233856878865,offline,1
2025-01-01 10:00:00,4768.291153593769,4343.324354346598,44.06363811260829,224.06503305847127,warning,1
2025-01-01 11:00:00,4767.135123214872,4722.536216288113,58.2579664754219,235.289070904104,online,0
2025-01-01 12:00:00,5120.981135783017,4513.271071758878,32.1283643141575,227.05443933609436,online,0
2025-01-01 13:00:00,4043.359877671101,4053.385353170776,31.028818148870087,225.32201850618787,online,1
2025-01-01 14:00:00,4137.541083743484,4766.92772566292,39.16400673653995,229.110410620978,warning,1
2025-01-01 15:00:00,4718.856235379513,4751.300996646686,55.38378851019317,225.43594540351742,online,0
2025-01-01 16:00:00,4493.584439832788,5405.3798972968525,29.806539245231576,227.91284809005285,online,0
2025-01-01 17:00:00,5157.123666297637,5052.324673821911,16.67844401889431,231.72026960781733,online,0
2025-01-01 18:00:00,4545.987962239395,4390.3252702683185,40.488411415910015,231.74170869623063,online,1
2025-01-01 19:00:00,4293.848149332354,5541.637026533675,50.5174079991092,225.51084966787187,warning,0
2025-01-01 20:00:00,5732.824384460777,5288.413478210141,57.00261749738829,227.56147313525628,warning,0
2025-01-01 21:00:00,4887.111849756732,5032.839081387447,40.36838637914601,235.37166502385122,online,0
2025-01-01 22:00:00,5033.764102343962,4709.406360460067,40.885733928839976,232.4820005886697,online,0
